Domestic,TripReason,Vehicle,LogPrice,LogLeadTime,TimeOfDay,From_Rate,To_Rate,Route_Rate,User_Rate
1,0,1,11.156250521031495,1.3649481874395133,3,0.14293223542897673,0.07390897739013437,0.04889795960855088,0.13773065167352175
1,1,0,15.050982029349582,0.6382916278047086,1,0.06672644110525403,0.13516894667994767,0.08347312222637682,0.11477554306126812
1,1,0,14.093142294562554,1.23042811380794,3,0.1065704742436525,0.1294689391867596,0.13193584145192042,0.24123617976680123
1,1,1,14.3963285535503,1.1308935331129646,2,0.14293223542897673,0.12888111760123594,0.15400294260525949,0.11477554306126812
1,1,1,14.529929873799759,0.04255604573958869,1,0.14293223542897673,0.14971349215343616,0.16494151407921234,0.28144220972793477
1,1,0,14.739769459487606,0.25697479403679313,2,0.14293223542897673,0.18675352804670362,0.17490210435809517,0.13773065167352175
1,0,2,15.60727002719233,1.032089606969594,0,0.14293223542897673,0.14971349215343616,0.16494151407921234,0.13773065167352175
1,1,0,14.093142294562554,0.2383362591462895,2,0.1065704742436525,0.13516894667994767,0.08992576910371472,0.0983790369096584
1,1,0,12.994530005894443,1.4083072346530914,1,0.1065704742436525,0.08740003961541165,0.08575196485086678,0.12989640448981604
1,0,1,14.529929873799759,0.33132067992430747,3,0.14293223542897673,0.15857826083062426,0.18415935948185888,0.28144220972793477
1,1,0,14.739769459487606,1.3785673711345603,2,0.1065704742436525,0.14974230015187923,0.12372785206521168,0.11477554306126812
